question,answer
I'd like to open an account for my children. How can I do that?,This relates to: Age limit.
Can I open up an account for my child?,This relates to: Age limit.
Is there a limit for age?,This relates to: Age limit.
How can I open an account for my children?,This relates to: Age limit.
Do you have a children account available?,This relates to: Age limit.
At what age can my children use your service?,This relates to: Age limit.
I want to open an account for my child.,This relates to: Age limit.
At what age can a person open an account?,This relates to: Age limit.
How old do kids have to be to open an account?,This relates to: Age limit.
What is your age limit?,This relates to: Age limit.
How old do my kids need to be to use your service?,This relates to: Age limit.
I would like to get an account for my child.,This relates to: Age limit.
Would I be able to open an account for my daughter?,This relates to: Age limit.
Can my teenager have an account?,This relates to: Age limit.
What age do you have to be to open an account?,This relates to: Age limit.
How old do my kids need to be to open an account?,This relates to: Age limit.
As my kids get older are they able to get set up with their own accounts?,This relates to: Age limit.
Is there an age limit to when my child can use these services?,This relates to: Age limit.
How many years old do I have to be?,This relates to: Age limit.
Do you have a limit for someone's age?,This relates to: Age limit.
Do you have any accounts for children ?,This relates to: Age limit.
Can my daughter make an account?,This relates to: Age limit.
"I need to set up an account for my daughter, how would I do that?",This relates to: Age limit.
How old can one use your service?,This relates to: Age limit.
Do you have to be 18 to make an account?,This relates to: Age limit.
Would I be able to get an account for my child?,This relates to: Age limit.
Can I get an account for my son?,This relates to: Age limit.
DO I have to be 18 to open an account?,This relates to: Age limit.
Am I allowed to get an account for my daughter?,This relates to: Age limit.
My daughter needs to open account.,This relates to: Age limit.
Can I open an account for my offspring?,This relates to: Age limit.
Do you offer account's for minors?,This relates to: Age limit.
What are the age limits for your service?,This relates to: Age limit.
How old do you need to be to have an account?,This relates to: Age limit.
How old does my daughter need to be to have her own account?,This relates to: Age limit.
"My son has just turned 13, is he old enough for an account?",This relates to: Age limit.
Do you guys have any age restrictions?,This relates to: Age limit.
Is there a minimum age for having an account?,This relates to: Age limit.
How old does one need to be?,This relates to: Age limit.
My daughter needs an acount.,This relates to: Age limit.
What is the age requirement?,This relates to: Age limit.
Is there a certain age I need to be?,This relates to: Age limit.
Is my child too young to sign up?,This relates to: Age limit.
Am I able to open an account for my children?,This relates to: Age limit.
Can I make an account for my daughter?,This relates to: Age limit.
What's the youngest I can be to open an account?,This relates to: Age limit.
Do you have an age requirement when opening an account with your service?,This relates to: Age limit.
Is it possible for me to set up separate accounts for my kids?,This relates to: Age limit.
I have exceeded the number of PIN attempts,This relates to: Pin blocked.
I mistook my pin and now I am locked.  Can you unlock me?,This relates to: Pin blocked.
Please help me unblock my pin which I put the wrong one too many times.,This relates to: Pin blocked.
